Article Number,Description,Identifier,Keywords,Price,Price quantity,Prices+,Sold individually,height,length,operatingWeight,productType,weight,width,description
YD40001310,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with various construction machinery models."
YD00008888,,PUMP;PISTON,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi piston pump (P/N: PUMP;PISTON) designed for optimal performance in construction machinery, compatible with select models."
YD00001851,,GUARD;FAN,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi fan guard (P/N: GUARD;FAN) designed for durability and optimal cooling performance in compatible construction machinery models.
YD00007101,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced equipment performance and longevity in construction and mining applications.
YD00000832,,RUBBER;CUSHION,,1509.22 INR:N::1 EA::,1.0,1509.22 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber cushion (P/N: RUBBER;CUSHION) designed for durability and vibration absorption in compatible construction machinery models.
YD00005400,,PLATE,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PLATE designed for durability and precision, compatible with various construction machinery models."
YD00005372,,STOPPER,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi STOPPER spare part designed for durability and precise fitment in compatible construction machinery models."""
YD00006364,,TAPE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part (P/N: TAPE) designed for durability and performance in compatible construction machinery models.
YD00003488,,HOSE;RUBBER,,684.4 INR:N::1 EA::,1.0,684.4 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber hose (P/N: HOSE;RUBBER) designed for durability and reliable performance in construction machinery applications.
YD00000456,,BRACKET,,5223.86 INR:N::1 EA::,1.0,5223.86 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi SpareParts BRACKET designed for durability and precise fitment in compatible construction machinery models.
YD40000763,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part BRACKET designed for durability and precise fitment in compatible construction machinery models.
YD00010099,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced equipment performance and longevity in construction machinery applications.
YD00011025,,TANK;FUEL,,59928.66 INR:N::1 EA::,1.0,59928.66 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi fuel tank (P/N: TANK;FUEL) designed for durability and compatibility with specific construction machinery models.
YD00001194,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with various models."
YD00001168,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance and reliability in various applications."
YD00003297,,HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare hose (P/N: HOSE) for enhanced fluid transfer efficiency in various construction machinery models.
YD60003302,,ASSY;HOSE,,615.96 INR:N::1 EA::,1.0,615.96 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD00005401,,NUT,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi NUT spare part for enhanced durability and performance in compatible construction machinery models.
YD00003587,,PIN,,1870.3 INR:N::1 EA::,1.0,1870.3 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi PIN spare part designed for durability and precision, compatible with various Tata Hitachi construction machinery models."
YD00005406,,LEVER HANDLE,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi LEVER HANDLE (P/N: nan) for enhanced operational control, compatible with select construction machinery models."""
YD60005430,,ASSY;HOSE,,1434.88 INR:N::1 EA::,1.0,1434.88 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for durability and optimal performance in compatible construction machinery models.
YD00005170,,REDUCER;S,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi REDUCER;S spare part designed for durability and precision, compatible with select Tata Hitachi construction machinery models."
YD00005858,,* NUT,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi NUT spare part designed for durability and precision, compatible with various Tata Hitachi construction machinery models."
YD00002128,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD00002694,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for optimal performance and longevity in compatible construction machinery models.
YD00005174,,NAME-PLATE,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi NAME-PLATE spare part designed for durability and compatibility with specific construction machinery models.
YD00002081,,COVER,,716.26 INR:N::1 EA::,1.0,716.26 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi COVER spare part designed for durability and precise fit in compatible construction machinery models.
YD40002519,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi SpareParts bracket designed for durability and precise fitment in compatible construction machinery models.
YD00001163,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance and compatibility with various models."
YD00005805,,* BODY,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi BODY spare part designed for durability and precise fit, compatible with select construction machinery models."
YD00004301,,PLATE;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi rubber plate (P/N: PLATE;RUBBER) designed for enhanced machine performance and longevity in construction equipment."""
YD00002424,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for optimal performance and durability in Tata Hitachi construction machinery models.
YD40002059,,BOOM,,156899.88 INR:N::1 EA::,1.0,156899.88 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi BOOM spare part designed for enhanced stability and performance in compatible construction machinery models.
YD00005687,FUSE(50A) Fuseble Link,FUSE,,614.78 INR:N::1 EA::,1.0,614.78 INR:N::1 EA::,True,30.0,15.0,1.0,SpareParts,,21.0,High-quality Tata Hitachi 50A Fuseble Link (P/N: FUSE) for reliable electrical protection in Tata Hitachi construction machinery models.
YD00004908,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance and reliability in various applications."
YD60005269,,ASSY;HOSE,,843.7 INR:N::1 EA::,1.0,843.7 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for optimal performance in compatible construction machinery models.
YD40003768,,JOINT;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose joint (P/N: JOINT;HOSE) for superior hydraulic system performance and compatibility with select models.
YD00006995,,FILTER;SUCTION,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi suction filter (P/N: FILTER;SUCTION) designed for optimal debris removal in compatible construction machinery models.
YD00003583,,PIN,,1990.66 INR:N::1 EA::,1.0,1990.66 INR:N::1 EA::,True,,,,SpareParts,,,High-strength Tata Hitachi PIN (P/N: nan) for enhanced durability and precision in compatible construction machinery models.
YD00000780,,RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber spare part designed for durability and performance in construction machinery applications.
YD00006363,,* HOSE,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi spare hose (P/N: HOSE) for enhanced fluid transfer efficiency in compatible construction machinery models."""
YD40000618,,STOPPER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"""High-quality Tata Hitachi STOPPER spare part designed for durability and precision, compatible with select construction machinery models."""
YD00000691,,HARNESS;WIRE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi wire harness (P/N: HARNESS;WIRE) designed for reliable electrical connectivity in construction machinery models.
YD60003307,,ASSY;HOSE,,626.58 INR:N::1 EA::,1.0,626.58 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD00005383,,* LATCH,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part LATCH designed for durability and precise fit, compatible with various construction machinery models."
YD00006360,,SPACER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi SPACER (P/N: nan) designed for precise fit and durability in compatible construction machinery models.
YD00000443,,* SECTION (BUCKET),,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi bucket section (P/N: SECTION) for enhanced durability and performance in compatible construction machinery models.
YD60005427,,ASSY;HOSE,,2403.66 INR:N::1 EA::,1.0,2403.66 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for superior performance and reliability in compatible machine models.
YD60005306,,ASSY;HOSE,,1995.38 INR:N::1 EA::,1.0,1995.38 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi hose assembly (P/N: ASSY;HOSE) designed for durability and precise fit in compatible construction machinery models.
YD40000443,,BRACKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part BRACKET for enhanced structural support in compatible construction machinery models.
YD00002154,,HOSE;PLASTIC,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi plastic hose (P/N: HOSE;PLASTIC) designed for durability and precise fit in compatible construction machinery models.
YD40000762,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part BRACKET designed for durability and compatibility with select construction machinery models.
YD00004169,,* SEAL,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi SEAL spare part for enhanced sealing performance in construction machinery, compatible with various models."
YD60005437,,ASSY;HOSE (LABEL A6),,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi hose assembly (P/N: LABEL A6) designed for durability and precise fit in compatible construction machinery models.
YD00005404,,SCREW,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part SCREW designed for durability and precision, compatible with various construction machinery models."
YD60003326,,ASSY;HOSE,,758.74 INR:N::1 EA::,1.0,758.74 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD00006405,,PLATE,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PLATE for construction machinery, designed for durability and compatibility with various models."
YD00002516,,PUMP;PISTON,,955801.6 INR:N::1 EA::,1.0,955801.6 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi piston pump (P/N: PUMP;PISTON) designed for superior performance in Tata Hitachi construction machinery models.
YD40004414,,PIPE;RETURN,,20214.58 INR:N::1 EA::,1.0,20214.58 INR:N::1 EA::,True,,,,SpareParts,,,"""High-quality Tata Hitachi PIPE;RETURN spare part designed for efficient fluid return in compatible construction machinery models, ensuring reliable performance and durability."""
YD00006610,,PLATE,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi spare part (P/N: PLATE) designed for enhanced performance in compatible construction machinery models."""
YD40000248,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with various construction machinery models."
YD00000514,,* SECTION (AUX.),,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi auxiliary section (P/N: SECTION (AUX.)) for enhanced performance in compatible construction machinery models.
YD00002405,,INSULATOR,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi INSULATOR spare part designed for durability and performance in construction machinery, compatible with select models."
YD40000417,,BRACKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part BRACKET designed for durability and precise fitment in compatible construction machinery models.
YD00001170,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
YD00005378,,PLATE,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PLATE designed for durability and precision, compatible with various construction machinery models."
YD00003352,,HOSE,,3446.78 INR:N::1 EA::,1.0,3446.78 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part HOSE for enhanced fluid transfer efficiency in construction machinery, compatible with various models."
YD40002293,,DUCT;HEATER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi heater duct (P/N: DUCT;HEATER) for enhanced temperature control in compatible construction machinery models.
YD60002313,,ASSY;HOSE,,9173.32 INR:N::1 EA::,1.0,9173.32 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency and compatibility with select models.
YD00003938,,HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part HOSE for enhanced fluid transfer efficiency in compatible construction machinery models.
YD00003329,,HOSE,,2724.62 INR:N::1 EA::,1.0,2724.62 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part HOSE for efficient fluid transfer in compatible construction machinery models, ensuring reliability and performance on site."
YD00003113,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for optimal performance in compatible construction machinery models.
YD00000831,,RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber spare part designed for durability and performance in construction machinery applications.
YD00009116,,SWITCH;PUSH-BUTTON,,6289.4 INR:N::1 EA::,1.0,6289.4 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi push-button switch (P/N: SWITCH;PUSH-BUTTON) for enhanced machine control in construction equipment."""
YD00002117,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance for various compatible machine models."
YD00005141,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with various models."
YD00003270,,SEAL;RUBBER,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with various models."
YD60005356,,ASSY;HOSE,,2667.98 INR:N::1 EA::,1.0,2667.98 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for superior fluid transfer in compatible machine models.
YD00002060,,BRACKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part bracket designed for durability and precise fitment in compatible construction machinery models.
YD40000477,,BRACKET,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part BRACKET designed for durability and precise fit, compatible with select construction machinery models."
YD40002220,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi SpareParts bracket designed for durability and precise fitment in compatible construction machinery models.
YD00003349,,HOSE,,3064.46 INR:N::1 EA::,1.0,3064.46 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part HOSE for enhanced fluid transfer efficiency in compatible construction machinery models.
YD00005387,,* HANDLE,,,1.0,,True,,,,SpareParts,,,"""Authentic Tata Hitachi HANDLE (P/N: HANDLE) designed for durability and precise operation in Tata Hitachi construction machinery models."""
YD00003853,,PLATE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part PLATE for enhanced performance and durability in compatible construction machinery models.
YD00002763,,VALVE;PILOT,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi pilot valve (P/N: VALVE;PILOT) for enhanced control and precision in compatible construction machinery models."""
YD00010300,,PLATE;RUBBER,,,1.0,,True,,,,SpareParts,,,"""Durable rubber plate (P/N: PLATE;RUBBER) for Tata Hitachi construction machinery, designed for superior impact resistance and compatibility with various models."""
YD00011110,,* SEAL;DUST,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi dust seal (P/N: SEAL;DUST) for enhanced equipment protection, compatible with various construction machinery models."
YD00002697,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for durability and performance in compatible construction machinery models.
YD40000767,,COVER,,2578.3 INR:N::1 EA::,1.0,2578.3 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with select construction machinery models."
YD60002758,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD00002427,,BRACKET,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi SpareParts bracket designed for durability and precise fitment in compatible construction machinery models.
YD00006361,,* HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part HOSE for improved fluid transfer efficiency in compatible construction machinery models.
YD00000521,,HOSE,,2673.88 INR:N::1 EA::,1.0,2673.88 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part HOSE for enhanced fluid transfer efficiency, compatible with various construction machinery models."
YD40000758,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part BRACKET designed for durability and precise fitment in compatible construction machinery models.
YD00004736,,HOSE;WATER,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi water hose (P/N: HOSE;WATER) designed for durability and compatibility with various construction machinery models."""
YD00002699,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in compatible construction machinery models.
YD40000469,,GUIDE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi GUIDE spare part for enhanced precision and longevity in compatible construction machinery models.
YD00006926,,HOSE,,,1.0,,True,,,,SpareParts,,,"""High-quality Tata Hitachi spare hose (P/N: HOSE) designed for optimal fluid transfer in compatible construction machinery models."""
YD00002062,,GLASSWOOL,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi GLASSWOOL spare part for effective insulation in compatible construction machinery models, ensuring durability and performance in harsh conditions."
YD00003681,,PLATE,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PLATE designed for durability and precision, compatible with various construction machinery models for reliable performance."
YD60002752,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) designed for durability and optimal performance in compatible machine models.
YD60003318,,ASSY;HOSE,,732.78 INR:N::1 EA::,1.0,732.78 INR:N::1 EA::,True,,,,SpareParts,,,"""High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for superior fluid transfer in compatible models."""
YD00002701,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance and durability in various applications."
YD60002751,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi ASSY;HOSE spare part designed for reliable fluid transfer in compatible construction machinery models.
YD40002352,,LEVER,,2033.14 INR:N::1 EA::,1.0,2033.14 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part LEVER designed for durability and precision, compatible with various construction machinery models."
YD00004170,,* CAP,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part CAP for enhanced performance and reliability in compatible construction machinery models.
YD00004425,,BRG.;NEEDLE,,657.26 INR:N::1 EA::,1.0,657.26 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi needle bearing (P/N: BRG.;NEEDLE) for enhanced durability and performance in construction machinery applications.
YD00005227,,JOINT BALL,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi JOINT BALL spare part designed for durability and precision performance in compatible construction machinery models.
YD00003089,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for durability and precision fit in compatible construction machinery models.
YD00000957,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part designed for durability and precise fit, compatible with select construction machinery models."
YD40000745,,BRACKET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"""Durable Tata Hitachi spare part BRACKET designed for compatibility with specific construction machinery models, ensuring reliable performance and longevity."""
YD60005308,,ASSY;HOSE,,2258.52 INR:N::1 EA::,1.0,2258.52 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency and reliability in compatible models.
YD00003287,,HOSE,,,1.0,,True,,,,SpareParts,,,"""Durable Tata Hitachi spare hose (P/N: HOSE) for enhanced fluid transfer efficiency in various construction machinery models."""
YD00002959,,CAP,,102.66 INR:N::1 EA::,1.0,102.66 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part CAP for enhanced performance and reliability in compatible construction machinery models.
YD00004048,,MAT;FLOOR,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi MAT;FLOOR spare part designed for durability and precision fit in compatible construction machinery models.
YD00004964,,COVER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi COVER spare part for construction machinery, designed for durability and precise fitment in compatible models."
YD00003862,,* RUBBER;CUSHION,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber cushion (P/N: RUBBER;CUSHION) designed for optimal vibration absorption in compatible construction machinery models.
YD00003293,,HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare hose (P/N: HOSE) for efficient fluid transfer in compatible construction machinery models.
YD00002156,,SHAFT;PROPELLER,,10340.34 INR:N::1 EA::,1.0,10340.34 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi propeller shaft (P/N: SHAFT;PROPELLER) designed for durability and precise transmission in compatible construction machinery models.
YD00002138,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing efficiency in construction machinery, compatible with various models."
YD00000196,,* LINK,,7349.04 INR:N::1 EA::,1.0,7349.04 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi spare part (P/N: LINK) designed for optimal performance and longevity in compatible construction machinery models.
YD00004593,,HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare hose (P/N: HOSE) for optimal fluid transfer in compatible construction machinery models.
YD60002679,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for reliable fluid transfer in compatible machine models.
YD00006908,,HARNESS;WIRE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi wire harness (P/N: HARNESS;WIRE) designed for optimal electrical connectivity in construction machinery models.
YD00007095,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality rubber seal (P/N: SEAL;RUBBER) for Tata Hitachi construction machinery, providing superior sealing performance in compatible machine models."
YD60003752,,CYLINDER.;SWING,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi swing cylinder (P/N: CYLINDER.;SWING) designed for durability and precise movement in compatible construction machinery models.
YD00005402,,COVER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi COVER spare part designed for durability and precise fit on compatible construction machinery models.
YD60005429,,ASSY;HOSE,,2836.72 INR:N::1 EA::,1.0,2836.72 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) designed for durability and performance in compatible machine models.
YD00002711,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for optimal performance in Tata Hitachi construction machinery models.
YD00002409,,INSULATOR,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi INSULATOR spare part designed for optimal performance in compatible construction machinery models.
YD00008726,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) designed for superior sealing performance in compatible construction machinery models.
YD60005428,,ASSY;HOSE,,2398.94 INR:N::1 EA::,1.0,2398.94 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible machine models.
YD00004107,,MONITOR,,38141.14 INR:N::1 EA::,1.0,38141.14 INR:N::1 EA::,True,,,,SpareParts,,,"""High-quality Tata Hitachi monitor (P/N: MONITOR) for precise equipment monitoring, compatible with various construction machinery models."""
YD60003103,,ASSY;HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi construction machinery hose assembly (P/N: ASSY;HOSE) for enhanced fluid transfer efficiency in compatible models.
YD00004007,,GASKET;EXHAUST,,1177.64 INR:N::1 EA::,1.0,1177.64 INR:N::1 EA::,True,,,,SpareParts,,,High-quality Tata Hitachi exhaust gasket (P/N: GASKET;EXHAUST) for enhanced sealing in compatible construction machinery models.
YD00003103,,INSULATOR,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi INSULATOR spare part designed for durability, enhancing machine performance in compatible construction machinery models."
YD00004833,,HOSE,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi spare part HOSE designed for optimal performance in compatible construction machinery models.
YD00007182,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing efficiency in compatible construction machinery models.
YD60005330,,ASSY;HOSE,,2886.28 INR:N::1 EA::,1.0,2886.28 INR:N::1 EA::,True,,,,SpareParts,,,"""Authentic Tata Hitachi ASSY;HOSE spare part designed for superior performance and compatibility with select construction machinery models."""
YD40002892,,PIPE;INLET,,0.0 INR:N::1 EA::,1.0,0.0 INR:N::1 EA::,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part PIPE;INLET for efficient fluid intake in compatible construction machinery models, ensuring reliable performance and longevity."
YD00002127,,SEAL;RUBBER,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi rubber seal (P/N: SEAL;RUBBER) for enhanced sealing performance in construction machinery, compatible with various models."
YD00001052,,DUCT,,,1.0,,True,,,,SpareParts,,,"High-quality Tata Hitachi spare part DUCT for construction machinery, designed for compatibility with specific models for reliable performance and longevity."
